"id","ID_OBJETIVO","ID_SUBOBJETIVO","SUBOBJETIVO","Categoria_Principal","Categoria_Auxiliar_1","Categoria_Auxiliar_2","Categoria_Auxiliar_3"
"1.2",1,2,"Educación","computadoras","educativo",,
"1.2",1,2,"Educación","computadoras","educativos",,
"1.2",1,2,"Educación","computadoras","escolar",,
"1.2",1,2,"Educación","computadoras","escuela",,
"1.2",1,2,"Educación","computadoras","preparatoria",,
"1.2",1,2,"Educación","computadoras","primaria",,
"1.2",1,2,"Educación","computadoras","secundaria",,
"1.2",1,2,"Educación","cultura","arte",,
"1.2",1,2,"Educación","cultura","cine",,
"1.2",1,2,"Educación","cultura","comunitaria",,
"1.2",1,2,"Educación","cultura","educación",,
"1.2",1,2,"Educación","cultura","física","deporte",
"1.2",1,2,"Educación","cultura","lengua",,
"1.2",1,2,"Educación","cultura","literatura",,
"1.2",1,2,"Educación","cultura","música",,
"1.2",1,2,"Educación","cultura","popular",,
"1.2",1,2,"Educación","cultura","proyecto",,
"1.2",1,2,"Educación","cuota","escolar",,
"1.2",1,2,"Educación","cuota","escuela",,
"1.2",1,2,"Educación","deporte","actividad","física",
"1.2",1,2,"Educación","deporte","calidad","vida",
"1.2",1,2,"Educación","deporte","capacitación",,
"1.2",1,2,"Educación","deporte","desarrollo",,
"1.2",1,2,"Educación","deporte","educación",,
"1.2",1,2,"Educación","deporte","enseñanza",,
"1.2",1,2,"Educación","deporte","fomento",,
"1.2",1,2,"Educación","deporte","información",,
"1.2",1,2,"Educación","deporte","práctica",,
"1.2",1,2,"Educación","directiva","escuela",,
"1.2",1,2,"Educación","directivas","escuela",,
"1.2",1,2,"Educación","directivo","escuela",,
"1.2",1,2,"Educación","directivos","escuela",,
"1.2",1,2,"Educación","director","escuela",,
"1.2",1,2,"Educación","directora","escuela",,
"1.2",1,2,"Educación","directoras","escuela",,
"1.2",1,2,"Educación","directores","escuela",,
"1.2",1,2,"Educación","docente","capacitación",,
"1.2",1,2,"Educación","docente","competencia",,
"1.2",1,2,"Educación","docente","competencias",,
"1.2",1,2,"Educación","docente","disponible",,
"1.2",1,2,"Educación","docente","evaluación",,
"1.2",1,2,"Educación","docente","formación",,
"1.2",1,2,"Educación","docente","incentivo",,
"1.2",1,2,"Educación","docente","plantilla",,
"1.2",1,2,"Educación","docente","profesionalización",,
"1.2",1,2,"Educación","docente",,,
"1.2",1,2,"Educación","educación","acceder",,
"1.2",1,2,"Educación","educación","acceso",,
"1.2",1,2,"Educación","educación","adultos",,
"1.2",1,2,"Educación","educación","aprendizaje",,
"1.2",1,2,"Educación","educación","aprovechamiento",,
"1.2",1,2,"Educación","educación","atención",,
"1.2",1,2,"Educación","educación","ausentismo",,
"1.2",1,2,"Educación","educación","Beca",,
"1.2",1,2,"Educación","educación","calidad",,
"1.2",1,2,"Educación","educación","capacidad",,
"1.2",1,2,"Educación","educación","conclusión",,
"1.2",1,2,"Educación","educación","concluyen",,
"1.2",1,2,"Educación","educación","curricula",,
"1.2",1,2,"Educación","educación","deserción",,
"1.2",1,2,"Educación","educación","difusión",,
"1.2",1,2,"Educación","educación","egreso",,
"1.2",1,2,"Educación","educación","equipamiento",,
"1.2",1,2,"Educación","educación","infraestructura",,
"1.2",1,2,"Educación","educación","ingreso",,
"1.2",1,2,"Educación","educación","ingresos",,
"1.2",1,2,"Educación","educación","material",,
"1.2",1,2,"Educación","educación","normal",,
"1.2",1,2,"Educación","educación","permanecer",,
"1.2",1,2,"Educación","educación","permanencia",,
"1.2",1,2,"Educación","educación","planes",,
"1.2",1,2,"Educación","educación","programas",,
"1.2",1,2,"Educación","educación","servicio",,
"1.2",1,2,"Educación","educación","transporte",,
"1.2",1,2,"Educación","educación básica",,,
"1.2",1,2,"Educación","educación media",,,
"1.2",1,2,"Educación","educación media superior",,,
"1.2",1,2,"Educación","educación superior",,,
"1.2",1,2,"Educación","educativa","cobertura",,
"1.2",1,2,"Educación","educativa","comunitaria",,
"1.2",1,2,"Educación","educativa","marginación",,
"1.2",1,2,"Educación","educativa","multigrado",,
"1.2",1,2,"Educación","educativa","rezago",,
"1.2",1,2,"Educación","educativa","servicio",,
"1.2",1,2,"Educación","educativa",,,
"1.2",1,2,"Educación","educativas","cobertura",,
"1.2",1,2,"Educación","educativas","comunitaria",,
"1.2",1,2,"Educación","educativas","marginación",,
"1.2",1,2,"Educación","educativas","multigrado",,
"1.2",1,2,"Educación","educativas","rezago",,
"1.2",1,2,"Educación","educativas","servicio",,
"1.2",1,2,"Educación","educativas",,,
"1.2",1,2,"Educación","educativo","cobertura",,
"1.2",1,2,"Educación","educativo","comunitaria",,
"1.2",1,2,"Educación","educativo","marginación",,
"1.2",1,2,"Educación","educativo","multigrado",,
"1.2",1,2,"Educación","educativo","rezago",,
"1.2",1,2,"Educación","educativo","servicio",,
"1.2",1,2,"Educación","educativo",,,
"1.2",1,2,"Educación","educativos","cobertura",,
"1.2",1,2,"Educación","educativos","comunitaria",,
"1.2",1,2,"Educación","educativos","marginación",,
"1.2",1,2,"Educación","educativos","multigrado",,
"1.2",1,2,"Educación","educativos","rezago",,
"1.2",1,2,"Educación","educativos","servicio",,
"1.2",1,2,"Educación","educativos",,,
"1.2",1,2,"Educación","enseñanza",,,
"1.2",1,2,"Educación","escolar","acceder",,
"1.2",1,2,"Educación","escolar","acceso",,
"1.2",1,2,"Educación","escolar","adultos",,
"1.2",1,2,"Educación","escolar","aprendizaje",,
"1.2",1,2,"Educación","escolar","aprovechamiento",,
"1.2",1,2,"Educación","escolar","atención",,
"1.2",1,2,"Educación","escolar","ausentismo",,
"1.2",1,2,"Educación","escolar","Beca",,
"1.2",1,2,"Educación","escolar","calidad",,
"1.2",1,2,"Educación","escolar","capacidad",,
"1.2",1,2,"Educación","escolar","competencia",,
"1.2",1,2,"Educación","escolar","competencias",,
"1.2",1,2,"Educación","escolar","conclusión",,
"1.2",1,2,"Educación","escolar","concluyen",,
"1.2",1,2,"Educación","escolar","curricula",,
"1.2",1,2,"Educación","escolar","deserción",,
"1.2",1,2,"Educación","escolar","difusión",,
"1.2",1,2,"Educación","escolar","egreso",,
"1.2",1,2,"Educación","escolar","equipamiento",,
"1.2",1,2,"Educación","escolar","infraestructura",,
"1.2",1,2,"Educación","escolar","ingreso",,
"1.2",1,2,"Educación","escolar","ingresos",,
"1.2",1,2,"Educación","escolar","material",,
"1.2",1,2,"Educación","escolar","permanecer",,
"1.2",1,2,"Educación","escolar","permanencia",,
"1.2",1,2,"Educación","escolar","planes",,
"1.2",1,2,"Educación","escolar","programas",,
"1.2",1,2,"Educación","escolar","servicio",,
"1.2",1,2,"Educación","escolar","transporte",,
"1.2",1,2,"Educación","escolarización",,,
"1.2",1,2,"Educación","escuela","acceder",,
"1.2",1,2,"Educación","escuela","acceso",,
"1.2",1,2,"Educación","escuela","adultos",,
"1.2",1,2,"Educación","escuela","aprendizaje",,
"1.2",1,2,"Educación","escuela","aprovechamiento",,
"1.2",1,2,"Educación","escuela","atención",,
"1.2",1,2,"Educación","escuela","ausentismo",,
"1.2",1,2,"Educación","escuela","Beca",,
"1.2",1,2,"Educación","escuela","calidad",,
"1.2",1,2,"Educación","escuela","capacidad",,
"1.2",1,2,"Educación","escuela","cobertura",,
"1.2",1,2,"Educación","escuela","competencia",,
"1.2",1,2,"Educación","escuela","competencias",,
"1.2",1,2,"Educación","escuela","comunitaria",,
"1.2",1,2,"Educación","escuela","conclusión",,
"1.2",1,2,"Educación","escuela","concluyen",,
"1.2",1,2,"Educación","escuela","curricula",,
"1.2",1,2,"Educación","escuela","deserción",,
"1.2",1,2,"Educación","escuela","difusión",,
"1.2",1,2,"Educación","escuela","egreso",,
"1.2",1,2,"Educación","escuela","equipamiento",,
"1.2",1,2,"Educación","escuela","infraestructura",,
"1.2",1,2,"Educación","escuela","ingreso",,
"1.2",1,2,"Educación","escuela","ingresos",,
"1.2",1,2,"Educación","escuela","marginación",,
"1.2",1,2,"Educación","escuela","material",,
"1.2",1,2,"Educación","escuela","multigrado",,
"1.2",1,2,"Educación","escuela","normal",,
"1.2",1,2,"Educación","escuela","permanecer",,
"1.2",1,2,"Educación","escuela","permanencia",,
"1.2",1,2,"Educación","escuela","planes",,
"1.2",1,2,"Educación","escuela","programas",,
"1.2",1,2,"Educación","escuela","rezago",,
"1.2",1,2,"Educación","escuela","servicio",,
"1.2",1,2,"Educación","escuela","transporte",,
"1.2",1,2,"Educación","escuela",,,
"1.2",1,2,"Educación","estudiante","competencia",,
"1.2",1,2,"Educación","estudiante","competencias",,
"1.2",1,2,"Educación","estudiante",,,
"1.2",1,2,"Educación","estudiantes","competencia",,
"1.2",1,2,"Educación","estudiantes","competencias",,
"1.2",1,2,"Educación","estudiantes",,,
"1.2",1,2,"Educación","examen","enlace",,
"1.2",1,2,"Educación","examen","exani",,
"1.2",1,2,"Educación","examen","excale",,
"1.2",1,2,"Educación","examen","pisa",,
"1.2",1,2,"Educación","examen","planea",,
"1.2",1,2,"Educación","financiamiento","educativa",,
"1.2",1,2,"Educación","financiamiento","educativas",,
"1.2",1,2,"Educación","financiamiento","educativo",,
"1.2",1,2,"Educación","financiamiento","educativos",,
"1.2",1,2,"Educación","infraestructura","artística",,
"1.2",1,2,"Educación","infraestructura","cultural",,
"1.2",1,2,"Educación","infraestructura","histórico",,
"1.2",1,2,"Educación","internet","bachillerato",,
"1.2",1,2,"Educación","internet","educación",,
"1.2",1,2,"Educación","internet","educación básica",,
"1.2",1,2,"Educación","internet","educación media",,
"1.2",1,2,"Educación","internet","educación media superior",,
"1.2",1,2,"Educación","internet","educativa",,
"1.2",1,2,"Educación","internet","educativas",,
"1.2",1,2,"Educación","internet","educativo",,
"1.2",1,2,"Educación","internet","educativos",,
"1.2",1,2,"Educación","internet","escolar",,
"1.2",1,2,"Educación","internet","escuela",,
"1.2",1,2,"Educación","internet","preparatoria",,
"1.2",1,2,"Educación","internet","primaria",,
"1.2",1,2,"Educación","internet","secundaria",,
"1.2",1,2,"Educación","laptop","bachillerato",,
"1.2",1,2,"Educación","laptop","educación",,
"1.2",1,2,"Educación","laptop","educación básica",,
"1.2",1,2,"Educación","laptop","educación media",,
"1.2",1,2,"Educación","laptop","educación media superior",,
"1.2",1,2,"Educación","laptop","educativa",,
"1.2",1,2,"Educación","laptop","educativas",,
"1.2",1,2,"Educación","laptop","educativo",,
"1.2",1,2,"Educación","laptop","educativos",,
"1.2",1,2,"Educación","laptop","escolar",,
"1.2",1,2,"Educación","laptop","escuela",,
"1.2",1,2,"Educación","laptop","preparatoria",,
"1.2",1,2,"Educación","laptop","primaria",,
"1.2",1,2,"Educación","laptop","secundaria",,
"1.2",1,2,"Educación","libro","educativo",,
"1.2",1,2,"Educación","libro","texto",,
"1.2",1,2,"Educación","libro","textos",,
"1.2",1,2,"Educación","libros","educativo",,
"1.2",1,2,"Educación","libros","texto",,
"1.2",1,2,"Educación","libros","textos",,
"1.2",1,2,"Educación","maestra","capacitación",,
"1.2",1,2,"Educación","maestra","competencia",,
"1.2",1,2,"Educación","maestra","competencias",,
"1.2",1,2,"Educación","maestra","disponible",,
"1.2",1,2,"Educación","maestra","evaluación",,
"1.2",1,2,"Educación","maestra","formación",,
"1.2",1,2,"Educación","maestra","incentivo",,
"1.2",1,2,"Educación","maestra","plantilla",,
"1.2",1,2,"Educación","maestra","profesionalización",,
"1.2",1,2,"Educación","maestra",,,
"1.2",1,2,"Educación","maestras","capacitación",,
"1.2",1,2,"Educación","maestras","competencia",,
"1.2",1,2,"Educación","maestras","competencias",,
"1.2",1,2,"Educación","maestras","disponible",,
"1.2",1,2,"Educación","maestras","evaluación",,
"1.2",1,2,"Educación","maestras","formación",,
"1.2",1,2,"Educación","maestras","incentivo",,
"1.2",1,2,"Educación","maestras","plantilla",,
"1.2",1,2,"Educación","maestras","profesionalización",,
"1.2",1,2,"Educación","maestras",,,
"1.2",1,2,"Educación","maestro","capacitación",,
"1.2",1,2,"Educación","maestro","competencia",,
"1.2",1,2,"Educación","maestro","competencias",,
"1.2",1,2,"Educación","maestro","disponible",,
"1.2",1,2,"Educación","maestro","evaluación",,
"1.2",1,2,"Educación","maestro","formación",,
"1.2",1,2,"Educación","maestro","incentivo",,
"1.2",1,2,"Educación","maestro","plantilla",,
"1.2",1,2,"Educación","maestro","profesionalización",,
"1.2",1,2,"Educación","maestro",,,
"1.2",1,2,"Educación","maestros","capacitación",,
"1.2",1,2,"Educación","maestros","competencia",,
"1.2",1,2,"Educación","maestros","competencias",,
"1.2",1,2,"Educación","maestros","disponible",,
"1.2",1,2,"Educación","maestros","evaluación",,
"1.2",1,2,"Educación","maestros","formación",,
"1.2",1,2,"Educación","maestros","incentivo",,
"1.2",1,2,"Educación","maestros","plantilla",,
"1.2",1,2,"Educación","maestros","profesionalización",,
"1.2",1,2,"Educación","maestros",,,
"1.2",1,2,"Educación","manifestación","artística",,
"1.2",1,2,"Educación","manifestación","cultural",,
"1.2",1,2,"Educación","material didáctico",,,
"1.2",1,2,"Educación","matrícula","educación",,
"1.2",1,2,"Educación","matrícula","educativo",,
"1.2",1,2,"Educación","matrícula","licenciatura",,
"1.2",1,2,"Educación","matrícula","posgrado",,
"1.2",1,2,"Educación","matrícula","universidades",,
"1.2",1,2,"Educación","nómina","educativa",,
"1.2",1,2,"Educación","nómina","educativas",,
"1.2",1,2,"Educación","patrimonio","artística",,
"1.2",1,2,"Educación","patrimonio","cultural",,
"1.2",1,2,"Educación","patrimonio","histórico",,
"1.2",1,2,"Educación","personal académico","capacitación",,
"1.2",1,2,"Educación","personal académico","competencia",,
"1.2",1,2,"Educación","personal académico","competencias",,
"1.2",1,2,"Educación","personal académico","disponible",,
"1.2",1,2,"Educación","personal académico","evaluación",,
"1.2",1,2,"Educación","personal académico","formación",,
"1.2",1,2,"Educación","personal académico","incentivo",,
"1.2",1,2,"Educación","personal académico","plantilla",,
"1.2",1,2,"Educación","personal académico","profesionalización",,
"1.2",1,2,"Educación","personal académico",,,
"1.2",1,2,"Educación","personal administrativo","escuela",,
"1.2",1,2,"Educación","posgrado",,,
"1.2",1,2,"Educación","preparatoria",,,
"1.2",1,2,"Educación","primaria","aula",,
